-BEGIN HEADER-
NASA/POWER Source Native Resolution Hourly Data 
Dates (month/day/year): 01/01/2020 through 12/31/2025 in LST
Location: Latitude  -8.6836   Longitude 115.262 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 313.73 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
ALLSKY_SFC_UVA          CERES SYN1deg All Sky Surface UVA Irradiance (MJ/hr) 
ALLSKY_SFC_UVB          CERES SYN1deg All Sky Surface UVB Irradiance (MJ/hr) 
ALLSKY_SFC_UV_INDEX     CERES SYN1deg All Sky Surface UV Index (W m-2 x 40) 
T2M                     MERRA-2 Temperature at 2 Meters (C) 
WS2M                    MERRA-2 Wind Speed at 2 Meters (m/s) 
RH2M                    MERRA-2 Relative Humidity at 2 Meters (%) 
-END HEADER-
YEAR,MO,DY,HR,ALLSKY_SFC_UVA,ALLSKY_SFC_UVB,ALLSKY_SFC_UV_INDEX,T2M,WS2M,RH2M
2021,5,19,23,0.0,0.0,0.0,23.81,1.47,93.56
2021,5,20,0,0.0,0.0,0.0,23.7,1.5,93.67
2021,5,20,1,0.0,0.0,0.0,23.59,1.51,93.72
2021,5,20,2,0.0,0.0,0.0,23.49,1.52,93.92
2021,5,20,3,0.0,0.0,0.0,23.42,1.54,93.96
2021,5,20,4,0.0,0.0,0.0,23.38,1.58,93.87
2021,5,20,5,0.0,0.0,0.0,23.36,1.55,93.79
2021,5,20,6,0.0,0.0,0.03,23.39,1.49,93.57
2021,5,20,7,0.03,0.0,0.32,23.78,1.43,92.66
2021,5,20,8,0.07,0.0,1.88,24.47,1.31,90.36
2021,5,20,9,0.12,0.0,4.68,25.62,1.25,82.37
2021,5,20,10,0.16,0.01,7.65,26.65,1.2,75.59
2021,5,20,11,0.18,0.01,9.45,27.3,1.17,72.07
2021,5,20,12,0.18,0.01,9.8,27.68,1.17,70.23
2021,5,20,13,0.17,0.01,8.5,27.74,1.18,70.03
2021,5,20,14,0.13,0.0,5.75,27.37,1.2,72.08
2021,5,20,15,0.09,0.0,2.95,26.75,1.25,76.0
2021,5,20,16,0.04,0.0,0.9,26.05,1.28,81.32
2021,5,20,17,0.01,0.0,0.05,25.36,1.29,86.52
2021,5,20,18,0.0,0.0,0.0,24.75,1.32,90.42
2021,5,20,19,0.0,0.0,0.0,24.46,1.4,92.16
2021,5,20,20,0.0,0.0,0.0,24.35,1.43,93.09
2021,5,20,21,0.0,0.0,0.0,24.31,1.45,93.5
2021,5,20,22,0.0,0.0,0.0,24.25,1.47,93.84
2021,5,20,23,0.0,0.0,0.0,24.22,1.51,93.9
2021,5,21,0,0.0,0.0,0.0,24.17,1.52,93.95
2021,5,21,1,0.0,0.0,0.0,24.08,1.51,94.12
2021,5,21,2,0.0,0.0,0.0,23.99,1.52,94.22
2021,5,21,3,0.0,0.0,0.0,23.91,1.53,94.52
2021,5,21,4,0.0,0.0,0.0,23.86,1.51,94.8
2021,5,21,5,0.0,0.0,0.0,23.82,1.45,94.95
2021,5,21,6,0.0,0.0,0.03,23.82,1.39,94.84
2021,5,21,7,0.03,0.0,0.32,24.16,1.4,93.74
2021,5,21,8,0.08,0.0,1.92,24.96,1.34,89.44
2021,5,21,9,0.13,0.0,4.62,26.02,1.34,81.85
2021,5,21,10,0.14,0.0,6.0,26.98,1.27,75.84
2021,5,21,11,0.18,0.01,9.45,27.7,1.22,71.86
2021,5,21,12,0.18,0.01,9.65,28.11,1.2,70.21
2021,5,21,13,0.16,0.01,8.1,28.23,1.21,69.99
2021,5,21,14,0.14,0.0,5.65,28.03,1.24,71.25
2021,5,21,15,0.09,0.0,2.88,27.55,1.3,73.88
2021,5,21,16,0.05,0.0,0.9,26.87,1.36,78.08
2021,5,21,17,0.01,0.0,0.05,25.98,1.4,84.74
2021,5,21,18,0.0,0.0,0.0,25.16,1.45,90.03
2021,5,21,19,0.0,0.0,0.0,24.78,1.52,92.15
2021,5,21,20,0.0,0.0,0.0,24.6,1.54,92.9
2021,5,21,21,0.0,0.0,0.0,24.49,1.55,93.19
2021,5,21,22,0.0,0.0,0.0,24.35,1.51,93.41
2021,5,21,23,0.0,0.0,0.0,24.21,1.5,93.57
2021,5,22,0,0.0,0.0,0.0,24.04,1.48,93.99
2021,5,22,1,0.0,0.0,0.0,23.9,1.5,94.17
2021,5,22,2,0.0,0.0,0.0,23.77,1.55,94.24
2021,5,22,3,0.0,0.0,0.0,23.65,1.56,94.21
2021,5,22,4,0.0,0.0,0.0,23.53,1.56,94.21
2021,5,22,5,0.0,0.0,0.0,23.38,1.5,94.41
2021,5,22,6,0.0,0.0,0.03,23.32,1.45,94.15
2021,5,22,7,0.03,0.0,0.3,23.8,1.42,91.52
2021,5,22,8,0.07,0.0,1.67,24.81,1.34,84.56
2021,5,22,9,0.12,0.0,3.95,25.8,1.28,77.41
2021,5,22,10,0.16,0.0,7.12,26.66,1.19,71.82
2021,5,22,11,0.18,0.01,9.0,27.36,1.15,67.52
2021,5,22,12,0.19,0.01,9.55,27.81,1.12,65.16
2021,5,22,13,0.18,0.01,8.32,27.98,1.1,64.59
2021,5,22,14,0.14,0.0,5.85,27.86,1.1,65.65
2021,5,22,15,0.1,0.0,2.95,27.43,1.14,68.24
2021,5,22,16,0.05,0.0,0.88,26.7,1.2,73.43
2021,5,22,17,0.01,0.0,0.05,25.72,1.21,82.06
2021,5,22,18,0.0,0.0,0.0,24.69,1.27,89.14
2021,5,22,19,0.0,0.0,0.0,24.29,1.32,91.88
2021,5,22,20,0.0,0.0,0.0,24.13,1.32,93.0
2021,5,22,21,0.0,0.0,0.0,24.02,1.31,93.81
2021,5,22,22,0.0,0.0,0.0,23.97,1.27,94.3
2021,5,22,23,0.0,0.0,0.0,23.89,1.23,94.65
2021,5,23,0,0.0,0.0,0.0,23.8,1.24,94.51
2021,5,23,1,0.0,0.0,0.0,23.66,1.25,94.63
2021,5,23,2,0.0,0.0,0.0,23.55,1.27,94.79
2021,5,23,3,0.0,0.0,0.0,23.5,1.33,94.66
2021,5,23,4,0.0,0.0,0.0,23.46,1.37,94.66
2021,5,23,5,0.0,0.0,0.0,23.42,1.38,94.71
2021,5,23,6,0.0,0.0,0.03,23.38,1.39,94.67
2021,5,23,7,0.03,0.0,0.3,23.95,1.42,92.4
2021,5,23,8,0.07,0.0,1.75,24.98,1.37,87.2
2021,5,23,9,0.12,0.0,4.38,26.16,1.31,79.69
2021,5,23,10,0.16,0.0,7.1,27.11,1.12,74.31
2021,5,23,11,0.18,0.01,8.95,27.89,0.95,69.98
2021,5,23,12,0.18,0.01,8.98,28.39,0.87,67.77
2021,5,23,13,0.16,0.01,7.82,28.61,0.81,66.33
2021,5,23,14,0.13,0.0,5.35,28.53,0.8,66.29
2021,5,23,15,0.09,0.0,2.78,28.17,0.81,68.0
2021,5,23,16,0.05,0.0,0.82,27.44,0.87,72.95
2021,5,23,17,0.01,0.0,0.05,26.97,0.96,80.39
2021,5,23,18,0.0,0.0,0.0,26.15,1.04,83.33
2021,5,23,19,0.0,0.0,0.0,25.29,1.21,87.32
2021,5,23,20,0.0,0.0,0.0,24.71,1.37,88.18
2021,5,23,21,0.0,0.0,0.0,24.18,1.43,90.19
2021,5,23,22,0.0,0.0,0.0,23.77,1.46,91.78
2021,5,23,23,0.0,0.0,0.0,23.43,1.45,93.62
2021,5,24,0,0.0,0.0,0.0,23.14,1.46,95.36
2021,5,24,1,0.0,0.0,0.0,22.86,1.45,97.17
2021,5,24,2,0.0,0.0,0.0,22.67,1.45,98.31
2021,5,24,3,0.0,0.0,0.0,22.57,1.45,98.77
2021,5,24,4,0.0,0.0,0.0,22.52,1.44,98.96
2021,5,24,5,0.0,0.0,0.0,22.51,1.42,98.9
2021,5,24,6,0.0,0.0,0.0,22.53,1.41,98.16
2021,5,24,7,0.03,0.0,0.28,23.36,1.3,94.37
2021,5,24,8,0.06,0.0,1.6,24.88,1.14,87.43
2021,5,24,9,0.12,0.0,4.35,26.13,1.09,79.51
2021,5,24,10,0.15,0.0,6.95,27.1,1.08,74.14
2021,5,24,11,0.17,0.01,8.8,27.82,1.09,70.62
2021,5,24,12,0.18,0.01,9.27,28.24,1.13,68.69
2021,5,24,13,0.16,0.01,7.9,28.32,1.17,68.83
2021,5,24,14,0.13,0.0,5.4,28.11,1.23,69.9
2021,5,24,15,0.09,0.0,2.72,27.62,1.34,72.27
2021,5,24,16,0.05,0.0,0.85,26.89,1.42,76.86
2021,5,24,17,0.01,0.0,0.05,25.93,1.42,84.12
2021,5,24,18,0.0,0.0,0.0,25.03,1.45,89.81
2021,5,24,19,0.0,0.0,0.0,24.54,1.47,92.45
2021,5,24,20,0.0,0.0,0.0,24.32,1.46,93.4
2021,5,24,21,0.0,0.0,0.0,24.19,1.43,93.93
2021,5,24,22,0.0,0.0,0.0,24.11,1.38,94.24
2021,5,24,23,0.0,0.0,0.0,24.02,1.36,94.34
2021,5,25,0,0.0,0.0,0.0,23.92,1.34,94.21
2021,5,25,1,0.0,0.0,0.0,23.84,1.32,94.07
2021,5,25,2,0.0,0.0,0.0,23.76,1.32,93.95
2021,5,25,3,0.0,0.0,0.0,23.7,1.32,93.79
2021,5,25,4,0.0,0.0,0.0,23.62,1.35,93.8
2021,5,25,5,0.0,0.0,0.0,23.55,1.36,93.89
2021,5,25,6,0.0,0.0,0.03,23.53,1.34,93.61
2021,5,25,7,0.03,0.0,0.3,24.05,1.24,91.45
2021,5,25,8,0.07,0.0,1.73,25.05,1.07,86.0
2021,5,25,9,0.11,0.0,4.25,26.16,0.97,79.17
2021,5,25,10,0.15,0.0,6.93,27.18,0.89,73.76
2021,5,25,11,0.17,0.01,8.75,27.98,0.88,69.53
2021,5,25,12,0.17,0.01,9.15,28.46,0.88,66.76
2021,5,25,13,0.16,0.01,7.85,28.6,0.9,66.04
2021,5,25,14,0.13,0.0,5.65,28.42,0.95,67.09
2021,5,25,15,0.09,0.0,2.72,27.94,1.02,69.79
2021,5,25,16,0.05,0.0,0.85,27.2,1.12,75.1
2021,5,25,17,0.01,0.0,0.05,26.17,1.22,83.56
2021,5,25,18,0.0,0.0,0.0,25.07,1.37,90.45
2021,5,25,19,0.0,0.0,0.0,24.54,1.46,93.12
2021,5,25,20,0.0,0.0,0.0,24.37,1.46,93.73
2021,5,25,21,0.0,0.0,0.0,24.23,1.44,94.11
2021,5,25,22,0.0,0.0,0.0,24.08,1.4,94.45
2021,5,25,23,0.0,0.0,0.0,23.97,1.43,94.4
2021,5,26,0,0.0,0.0,0.0,23.88,1.46,94.41
2021,5,26,1,0.0,0.0,0.0,23.78,1.47,94.69
2021,5,26,2,0.0,0.0,0.0,23.71,1.51,95.05
2021,5,26,3,0.0,0.0,0.0,23.69,1.6,95.08
2021,5,26,4,0.0,0.0,0.0,23.7,1.67,94.87
2021,5,26,5,0.0,0.0,0.0,23.72,1.63,94.62
2021,5,26,6,0.0,0.0,0.03,23.73,1.58,94.35
2021,5,26,7,0.03,0.0,0.32,24.16,1.57,92.25
2021,5,26,8,0.08,0.0,1.88,25.02,1.53,87.47
2021,5,26,9,0.12,0.0,4.47,26.0,1.51,80.97
2021,5,26,10,0.16,0.0,7.32,26.95,1.36,75.45
2021,5,26,11,0.18,0.01,9.2,27.8,1.18,70.51
2021,5,26,12,0.18,0.01,9.8,28.28,1.04,68.1
2021,5,26,13,0.17,0.01,8.45,28.48,1.01,67.1
2021,5,26,14,0.14,0.0,5.85,28.45,1.04,67.09
2021,5,26,15,0.1,0.0,3.03,28.05,1.08,69.51
2021,5,26,16,0.05,0.0,0.9,27.43,1.12,74.9
2021,5,26,17,0.01,0.0,0.05,26.58,1.23,82.04
2021,5,26,18,0.0,0.0,0.0,25.35,1.36,89.21
2021,5,26,19,0.0,0.0,0.0,24.62,1.53,92.18
2021,5,26,20,0.0,0.0,0.0,24.31,1.62,94.02
2021,5,26,21,0.0,0.0,0.0,24.27,1.62,94.08
2021,5,26,22,0.0,0.0,0.0,24.17,1.59,94.24
2021,5,26,23,0.0,0.0,0.0,24.07,1.57,94.38
2021,5,27,0,0.0,0.0,0.0,24.01,1.61,94.34
2021,5,27,1,0.0,0.0,0.0,23.96,1.6,94.27
2021,5,27,2,0.0,0.0,0.0,23.88,1.6,94.32
2021,5,27,3,0.0,0.0,0.0,23.78,1.6,94.44
2021,5,27,4,0.0,0.0,0.0,23.75,1.61,93.98
2021,5,27,5,0.0,0.0,0.0,23.73,1.58,93.65
2021,5,27,6,0.0,0.0,0.03,23.73,1.55,93.44
2021,5,27,7,0.03,0.0,0.32,24.28,1.52,91.37
2021,5,27,8,0.08,0.0,1.85,25.3,1.43,86.07
2021,5,27,9,0.12,0.0,4.43,26.44,1.38,78.94
2021,5,27,10,0.16,0.01,7.38,27.45,1.32,73.57
2021,5,27,11,0.17,0.01,9.05,28.15,1.26,70.42
2021,5,27,12,0.18,0.01,9.43,28.54,1.2,69.33
2021,5,27,13,0.16,0.01,7.9,28.7,1.2,68.75
2021,5,27,14,0.14,0.0,5.78,28.6,1.2,69.57
2021,5,27,15,0.1,0.0,2.97,28.19,1.22,72.16
2021,5,27,16,0.05,0.0,0.9,27.48,1.3,76.81
2021,5,27,17,0.01,0.0,0.05,26.55,1.4,83.25
2021,5,27,18,0.0,0.0,0.0,25.62,1.47,89.1
2021,5,27,19,0.0,0.0,0.0,25.15,1.51,92.13
2021,5,27,20,0.0,0.0,0.0,24.88,1.56,93.58
2021,5,27,21,0.0,0.0,0.0,24.74,1.6,94.15
2021,5,27,22,0.0,0.0,0.0,24.65,1.62,94.52
2021,5,27,23,0.0,0.0,0.0,24.55,1.67,94.93
2021,5,28,0,0.0,0.0,0.0,24.49,1.7,95.05
2021,5,28,1,0.0,0.0,0.0,24.43,1.76,95.09
2021,5,28,2,0.0,0.0,0.0,24.39,1.83,95.03
2021,5,28,3,0.0,0.0,0.0,24.39,1.9,94.86
2021,5,28,4,0.0,0.0,0.0,24.36,1.92,95.04
2021,5,28,5,0.0,0.0,0.0,24.32,1.88,95.15
2021,5,28,6,0.0,0.0,0.0,24.29,1.86,95.02
2021,5,28,7,0.02,0.0,0.25,24.68,1.91,93.43
2021,5,28,8,0.06,0.0,1.42,25.47,1.85,88.62
2021,5,28,9,0.1,0.0,3.88,26.44,1.83,81.5
2021,5,28,10,0.13,0.0,6.45,27.35,1.7,75.96
2021,5,28,11,0.15,0.01,7.38,28.05,1.55,72.66
2021,5,28,12,0.16,0.01,8.1,28.47,1.45,71.02
2021,5,28,13,0.16,0.01,7.68,28.63,1.39,70.33
2021,5,28,14,0.12,0.0,5.2,28.53,1.37,70.73
2021,5,28,15,0.08,0.0,2.6,28.15,1.37,72.85
2021,5,28,16,0.04,0.0,0.77,27.44,1.4,77.2
2021,5,28,17,0.01,0.0,0.05,26.52,1.44,83.49
2021,5,28,18,0.0,0.0,0.0,25.58,1.49,89.17
2021,5,28,19,0.0,0.0,0.0,25.04,1.53,91.81
2021,5,28,20,0.0,0.0,0.0,24.8,1.5,92.85
2021,5,28,21,0.0,0.0,0.0,24.63,1.5,93.59
2021,5,28,22,0.0,0.0,0.0,24.47,1.45,94.08
2021,5,28,23,0.0,0.0,0.0,24.33,1.39,94.54
2021,5,29,0,0.0,0.0,0.0,24.22,1.36,94.88
2021,5,29,1,0.0,0.0,0.0,24.1,1.34,95.25
2021,5,29,2,0.0,0.0,0.0,24.01,1.37,95.71
2021,5,29,3,0.0,0.0,0.0,24.02,1.43,95.72
2021,5,29,4,0.0,0.0,0.0,24.09,1.5,95.48
2021,5,29,5,0.0,0.0,0.0,24.08,1.57,95.44
2021,5,29,6,0.0,0.0,0.0,24.06,1.65,95.24
2021,5,29,7,0.03,0.0,0.28,24.48,1.72,94.13
2021,5,29,8,0.07,0.0,1.62,25.2,1.7,90.84
2021,5,29,9,0.11,0.0,4.1,26.35,1.7,82.13
2021,5,29,10,0.16,0.0,7.43,27.42,1.5,76.01
2021,5,29,11,0.17,0.01,8.73,28.29,1.25,72.17
2021,5,29,12,0.17,0.01,9.05,28.93,1.1,69.48
2021,5,29,13,0.16,0.01,7.68,29.18,1.04,68.12
2021,5,29,14,0.13,0.0,5.4,29.08,1.04,68.47
2021,5,29,15,0.09,0.0,2.78,28.61,1.06,70.77
2021,5,29,16,0.05,0.0,0.85,27.73,1.11,75.41
2021,5,29,17,0.01,0.0,0.05,26.65,1.13,82.36
2021,5,29,18,0.0,0.0,0.0,25.77,1.15,88.42
2021,5,29,19,0.0,0.0,0.0,25.18,1.21,91.36
2021,5,29,20,0.0,0.0,0.0,24.83,1.29,92.56
2021,5,29,21,0.0,0.0,0.0,24.64,1.37,93.31
2021,5,29,22,0.0,0.0,0.0,24.49,1.44,93.56
2021,5,29,23,0.0,0.0,0.0,24.35,1.47,93.68
2021,5,30,0,0.0,0.0,0.0,24.2,1.47,93.78
2021,5,30,1,0.0,0.0,0.0,24.07,1.47,93.7
2021,5,30,2,0.0,0.0,0.0,23.95,1.46,93.66
2021,5,30,3,0.0,0.0,0.0,23.84,1.45,93.51
2021,5,30,4,0.0,0.0,0.0,23.73,1.42,93.55
2021,5,30,5,0.0,0.0,0.0,23.62,1.35,93.67
2021,5,30,6,0.0,0.0,0.0,23.52,1.3,93.75
2021,5,30,7,0.03,0.0,0.3,23.98,1.26,91.7
2021,5,30,8,0.07,0.0,1.75,24.88,1.13,86.4
2021,5,30,9,0.12,0.0,4.22,26.07,0.99,79.19
2021,5,30,10,0.14,0.0,6.68,27.14,0.87,73.59
2021,5,30,11,0.16,0.01,7.97,27.97,0.81,69.73
2021,5,30,12,0.16,0.01,8.5,28.5,0.8,67.91
2021,5,30,13,0.16,0.01,7.75,28.69,0.85,67.02
2021,5,30,14,0.13,0.0,5.32,28.49,0.93,68.03
2021,5,30,15,0.09,0.0,2.67,28.0,1.03,70.3
2021,5,30,16,0.05,0.0,0.82,27.14,1.12,75.51
2021,5,30,17,0.01,0.0,0.05,26.11,1.17,83.15
2021,5,30,18,0.0,0.0,0.0,25.1,1.23,89.26
2021,5,30,19,0.0,0.0,0.0,24.51,1.21,92.22
2021,5,30,20,0.0,0.0,0.0,24.2,1.19,93.29
2021,5,30,21,0.0,0.0,0.0,24.0,1.2,93.73
2021,5,30,22,0.0,0.0,0.0,23.83,1.22,94.13
2021,5,30,23,0.0,0.0,0.0,23.69,1.22,94.13
2021,5,31,0,0.0,0.0,0.0,23.57,1.2,94.01
2021,5,31,1,0.0,0.0,0.0,23.44,1.18,94.14
2021,5,31,2,0.0,0.0,0.0,23.33,1.14,93.71
2021,5,31,3,0.0,0.0,0.0,23.18,1.07,93.42
2021,5,31,4,0.0,0.0,0.0,23.06,1.03,93.31
2021,5,31,5,0.0,0.0,0.0,22.98,1.01,93.26
2021,5,31,6,0.0,0.0,0.0,22.98,1.01,93.13
2021,5,31,7,0.03,0.0,0.25,23.55,1.06,90.97
2021,5,31,8,0.07,0.0,1.58,24.49,1.03,85.75
2021,5,31,9,0.12,0.0,3.95,25.61,1.01,78.76
2021,5,31,10,0.15,0.0,6.78,26.55,0.98,73.88
2021,5,31,11,0.17,0.01,8.2,27.28,0.97,70.14
2021,5,31,12,0.17,0.01,8.73,27.77,0.98,67.8
2021,5,31,13,0.16,0.01,7.53,27.97,0.97,67.21
2021,5,31,14,0.13,0.0,5.43,27.89,0.95,67.97
2021,5,31,15,0.09,0.0,2.58,27.53,0.99,69.86
2021,5,31,16,0.05,0.0,0.8,26.8,1.02,74.23
2021,5,31,17,0.01,0.0,0.05,25.75,1.05,82.19
2021,5,31,18,0.0,0.0,0.0,24.62,1.07,89.6
2021,5,31,19,0.0,0.0,0.0,23.99,1.04,92.57
2021,5,31,20,0.0,0.0,0.0,23.71,0.96,93.85
2021,5,31,21,0.0,0.0,0.0,23.59,0.97,94.19
2021,5,31,22,0.0,0.0,0.0,23.54,1.09,93.94
2021,5,31,23,0.0,0.0,0.0,23.39,1.19,94.3
2021,6,1,0,0.0,0.0,0.0,23.19,1.09,94.47
2021,6,1,1,0.0,0.0,0.0,22.94,0.98,94.74
2021,6,1,2,0.0,0.0,0.0,22.75,0.96,94.75
2021,6,1,3,0.0,0.0,0.0,22.62,1.01,94.74
2021,6,1,4,0.0,0.0,0.0,22.56,1.07,94.7
2021,6,1,5,0.0,0.0,0.0,22.53,1.05,94.44
2021,6,1,6,0.0,0.0,0.0,22.5,0.98,94.22
2021,6,1,7,0.03,0.0,0.25,23.16,0.89,91.13
2021,6,1,8,0.07,0.0,1.6,24.29,0.79,84.63
2021,6,1,9,0.11,0.0,4.05,25.35,0.75,77.99
2021,6,1,10,0.15,0.0,6.82,26.33,0.75,72.49
2021,6,1,11,0.17,0.01,8.35,27.07,0.82,68.28
2021,6,1,12,0.18,0.01,8.77,27.48,0.93,65.68
2021,6,1,13,0.16,0.01,7.7,27.6,1.02,64.96
2021,6,1,14,0.13,0.0,5.28,27.44,1.07,65.78
2021,6,1,15,0.09,0.0,2.67,27.02,1.05,68.09
2021,6,1,16,0.05,0.0,0.8,26.31,1.01,72.85
2021,6,1,17,0.01,0.0,0.05,25.33,0.98,81.19
2021,6,1,18,0.0,0.0,0.0,24.2,1.06,88.33
2021,6,1,19,0.0,0.0,0.0,23.56,1.12,91.45
2021,6,1,20,0.0,0.0,0.0,23.33,1.14,92.84
2021,6,1,21,0.0,0.0,0.0,23.26,1.12,93.21
2021,6,1,22,0.0,0.0,0.0,23.2,1.1,93.5
2021,6,1,23,0.0,0.0,0.0,23.15,1.14,93.4
2021,6,2,0,0.0,0.0,0.0,23.09,1.16,92.89
2021,6,2,1,0.0,0.0,0.0,22.97,1.17,92.88
2021,6,2,2,0.0,0.0,0.0,22.86,1.22,92.97
2021,6,2,3,0.0,0.0,0.0,22.82,1.28,92.96
2021,6,2,4,0.0,0.0,0.0,22.83,1.33,92.9
2021,6,2,5,0.0,0.0,0.0,22.82,1.33,92.93
2021,6,2,6,0.0,0.0,0.0,22.73,1.31,93.31
2021,6,2,7,0.03,0.0,0.28,23.4,1.32,91.24
2021,6,2,8,0.07,0.0,1.67,24.59,1.24,85.79
2021,6,2,9,0.12,0.0,4.05,25.81,1.21,78.21
2021,6,2,10,0.16,0.0,6.82,26.85,1.19,72.74
2021,6,2,11,0.18,0.01,8.88,27.7,1.12,68.83
2021,6,2,12,0.18,0.01,9.12,28.23,1.01,67.36
2021,6,2,13,0.17,0.01,7.82,28.48,0.93,66.37
2021,6,2,14,0.14,0.0,5.45,28.49,0.88,66.25
2021,6,2,15,0.09,0.0,2.6,28.11,0.89,68.07
2021,6,2,16,0.04,0.0,0.75,27.44,0.93,73.9
2021,6,2,17,0.01,0.0,0.05,26.57,0.98,82.0
2021,6,2,18,0.0,0.0,0.0,25.55,1.08,87.63
2021,6,2,19,0.0,0.0,0.0,24.88,1.21,90.34
2021,6,2,20,0.0,0.0,0.0,24.43,1.23,91.87
2021,6,2,21,0.0,0.0,0.0,24.14,1.23,93.03
2021,6,2,22,0.0,0.0,0.0,23.93,1.24,93.77
2021,6,2,23,0.0,0.0,0.0,23.71,1.24,94.76
2021,6,3,0,0.0,0.0,0.0,23.47,1.25,95.69
2021,6,3,1,0.0,0.0,0.0,23.23,1.26,96.72
2021,6,3,2,0.0,0.0,0.0,23.07,1.25,97.01
2021,6,3,3,0.0,0.0,0.0,22.99,1.28,97.13
2021,6,3,4,0.0,0.0,0.0,22.95,1.34,97.32
2021,6,3,5,0.0,0.0,0.0,22.96,1.38,97.24
2021,6,3,6,0.0,0.0,0.0,23.0,1.42,96.83
2021,6,3,7,0.03,0.0,0.25,23.8,1.44,93.93
2021,6,3,8,0.07,0.0,1.6,24.87,1.33,89.12
2021,6,3,9,0.12,0.0,3.92,26.15,1.26,80.53
2021,6,3,10,0.15,0.0,6.53,27.24,1.16,74.44
2021,6,3,11,0.17,0.01,8.18,28.07,1.02,70.74
2021,6,3,12,0.18,0.01,8.7,28.58,0.93,68.25
2021,6,3,13,0.16,0.01,7.72,28.78,0.84,67.13
2021,6,3,14,0.14,0.0,5.4,28.75,0.77,67.43
2021,6,3,15,0.1,0.0,2.8,28.4,0.75,69.5
2021,6,3,16,0.05,0.0,0.8,27.73,0.78,75.28
2021,6,3,17,0.01,0.0,0.05,26.86,0.87,83.41
2021,6,3,18,0.0,0.0,0.0,25.84,1.03,89.3
2021,6,3,19,0.0,0.0,0.0,25.28,1.19,90.76
2021,6,3,20,0.0,0.0,0.0,24.93,1.26,92.41
2021,6,3,21,0.0,0.0,0.0,24.72,1.3,93.44
2021,6,3,22,0.0,0.0,0.0,24.59,1.29,93.88
2021,6,3,23,0.0,0.0,0.0,24.52,1.28,94.08
2021,6,4,0,0.0,0.0,0.0,24.42,1.26,94.51
2021,6,4,1,0.0,0.0,0.0,24.31,1.26,94.87
2021,6,4,2,0.0,0.0,0.0,24.17,1.3,95.26
2021,6,4,3,0.0,0.0,0.0,24.03,1.32,95.72
2021,6,4,4,0.0,0.0,0.0,23.89,1.34,96.37
2021,6,4,5,0.0,0.0,0.0,23.8,1.33,96.8
2021,6,4,6,0.0,0.0,0.0,23.81,1.33,96.46
2021,6,4,7,0.03,0.0,0.25,24.53,1.35,93.72
2021,6,4,8,0.07,0.0,1.6,25.65,1.26,88.41
2021,6,4,9,0.11,0.0,3.9,26.96,1.21,80.41
2021,6,4,10,0.15,0.0,6.45,27.98,1.09,75.27
2021,6,4,11,0.17,0.01,8.32,28.66,1.01,72.22
2021,6,4,12,0.18,0.01,8.73,29.08,1.03,70.26
2021,6,4,13,0.17,0.01,7.65,29.17,1.08,69.87
2021,6,4,14,0.13,0.0,5.3,28.97,1.14,70.98
2021,6,4,15,0.09,0.0,2.72,28.36,1.2,74.63
2021,6,4,16,0.05,0.0,0.82,27.54,1.26,79.52
2021,6,4,17,0.01,0.0,0.05,26.63,1.33,85.25
2021,6,4,18,0.0,0.0,0.0,25.81,1.44,90.01
2021,6,4,19,0.0,0.0,0.0,25.35,1.46,92.4
2021,6,4,20,0.0,0.0,0.0,25.08,1.45,93.59
2021,6,4,21,0.0,0.0,0.0,24.85,1.41,94.39
2021,6,4,22,0.0,0.0,0.0,24.61,1.35,95.06
2021,6,4,23,0.0,0.0,0.0,24.39,1.32,95.71
2021,6,5,0,0.0,0.0,0.0,24.21,1.33,96.15
2021,6,5,1,0.0,0.0,0.0,24.06,1.35,96.3
2021,6,5,2,0.0,0.0,0.0,23.95,1.41,96.37
2021,6,5,3,0.0,0.0,0.0,23.89,1.46,96.32
2021,6,5,4,0.0,0.0,0.0,23.87,1.5,96.09
2021,6,5,5,0.0,0.0,0.0,23.88,1.5,95.75
2021,6,5,6,0.0,0.0,0.0,23.92,1.48,95.41
2021,6,5,7,0.03,0.0,0.28,24.49,1.46,93.36
2021,6,5,8,0.07,0.0,1.7,25.47,1.36,88.59
2021,6,5,9,0.12,0.0,4.15,26.77,1.3,80.34
2021,6,5,10,0.16,0.0,6.97,27.82,1.16,74.76
2021,6,5,11,0.17,0.01,8.62,28.58,1.01,71.38
2021,6,5,12,0.18,0.01,9.05,29.11,0.87,68.92
2021,6,5,13,0.17,0.01,8.1,29.31,0.82,67.35
2021,6,5,14,0.14,0.0,5.55,29.25,0.82,67.46
2021,6,5,15,0.1,0.0,2.83,28.79,0.91,69.58
2021,6,5,16,0.05,0.0,0.85,27.86,1.02,76.2
2021,6,5,17,0.01,0.0,0.05,26.87,1.16,83.66
2021,6,5,18,0.0,0.0,0.0,25.72,1.3,90.34
2021,6,5,19,0.0,0.0,0.0,25.02,1.39,92.94
2021,6,5,20,0.0,0.0,0.0,24.6,1.42,94.46
2021,6,5,21,0.0,0.0,0.0,24.32,1.43,95.43
2021,6,5,22,0.0,0.0,0.0,24.16,1.4,95.54
2021,6,5,23,0.0,0.0,0.0,24.07,1.36,95.3
